,index,time_stamp,user_id,grade,pre_score,adjusted_improvement,anxiety,complete,user_message,chatbot_message,hint_id,action,positive_feedback,stage,pos,neg,help,failed_attempts,reward,model_name
130,135,2020-11-07 20:10:08.146784+00:00,159,-1.0,-0.25,1,-0.9444444444444444,False,i dont now the anser,:),51,nothing,True,-0.6666666666666666,-1.0,-1.0,1.0,5.2,0.1,model-11-07-2020-15:00:06-PST-1.meta
131,136,2020-11-07 20:11:07.118036+00:00,159,-1.0,-0.25,1,-0.9444444444444444,False,i give up,:),51,nothing,,-0.6666666666666666,-1.0,-1.0,-0.036319758722910156,5.4,-8.0,model-11-07-2020-15:00:06-PST-1.meta
132,120,2020-11-07 19:14:34.283846+00:00,161,-1.0,-0.75,0,-0.6666666666666666,False,What is the answer?,:),51,nothing,True,0.0,-1.0,-1.0,1.0,-0.2,0.1,model-11-07-2020-15:00:06-PST-1.meta
133,121,2020-11-07 19:15:01.869849+00:00,161,-1.0,-0.75,0,-0.6666666666666666,False,Is it 10?,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-0.057269703289677176,-0.2,-8.0,model-11-07-2020-15:00:06-PST-1.meta
134,131,2020-11-07 19:46:22.565287+00:00,162,0.0,0.75,0,-0.8333333333333334,True,"Thankyou Betty,",You can move your mouse close to the box to turn it into a chocolate!,37,hint,,-0.6666666666666666,-1.0,-1.0,-0.3371667823086,-1.0,0.01,model-11-07-2020-15:00:06-PST-1.meta
135,132,2020-11-07 19:52:53.240889+00:00,162,0.0,0.75,0,-0.8333333333333334,True,i am doing math now,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-0.036319758722910156,-1.0,0.01,model-11-07-2020-15:00:06-PST-1.meta
136,133,2020-11-07 19:53:11.604545+00:00,162,0.0,0.75,0,-0.8333333333333334,True,thanks,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,,0.0,1.0,-1.0,-0.1528205347590037,-1.0,0.0,model-11-07-2020-15:00:06-PST-1.meta
137,134,2020-11-07 19:55:36.956604+00:00,162,0.0,0.75,0,-0.8333333333333334,True,Betty I need help,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,True,0.3333333333333333,0.1479999999999999,-1.0,1.0,-1.0,0.071,model-11-07-2020-15:00:06-PST-1.meta
138,144,2020-11-08 19:00:22.271967+00:00,163,-1.0,-0.25,1,-0.9444444444444444,True,HELP!,You’re super close! Let’s think about this a little more and try again.,75,encourage,,0.0,1.0,-1.0,1.0,-0.6,0.0,model-11-08-2020-17:52:18-PST-2.meta
139,145,2020-11-08 19:02:39.200090+00:00,163,-1.0,-0.25,1,-0.9444444444444444,True,You are not helpful.,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-0.1259999999999999,1.0,-0.4,0.01,model-11-08-2020-17:52:18-PST-2.meta
140,143,2020-11-08 19:04:47.656516+00:00,163,-1.0,-0.25,1,-0.9444444444444444,True,grrrrr,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,0.984,model-11-08-2020-17:52:18-PST-2.meta
141,142,2020-11-07 22:34:22.593888+00:00,168,1.0,-0.5,5,-0.5555555555555556,True,I need help,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,0.45999999999999996,-1.0,1.0,-0.9,5.097,model-11-07-2020-15:00:06-PST-1.meta
142,152,2020-11-08 21:15:58.982501+00:00,171,0.0,-1.0,5,-0.3888888888888889,True,What is the length?,I’m so glad you’re here to help. I know you can solve this problem!,84,encourage,True,-0.3333333333333333,-1.0,-1.0,1.0,-1.0,0.1,model-11-08-2020-20:49:45-PST-0.meta
143,153,2020-11-08 21:18:14.031761+00:00,171,0.0,-1.0,5,-0.3888888888888889,True,Can I have a hint?,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,True,0.0,-1.0,-1.0,1.0,-1.0,5.1,model-11-08-2020-20:49:45-PST-0.meta
144,156,2020-11-08 22:32:09.731887+00:00,174,1.0,1.0,0,-0.8888888888888888,True,we do 90x2,:),51,nothing,,0.3333333333333333,-1.0,-1.0,1.0,-1.0,0.0,model-11-08-2020-20:49:45-PST-0.meta
145,159,2020-11-09 00:27:44.175061+00:00,177,-1.0,0.0,0,-0.05555555555555555,True,uh do you know what 3*5*6=?,:),51,nothing,True,0.0,-1.0,-1.0,1.0,-0.9,0.1,model-11-08-2020-20:49:45-PST-0.meta
146,157,2020-11-09 00:28:33.923267+00:00,177,-1.0,0.0,0,-0.05555555555555555,True,okay never mind,"To calculate the weight of the box of chocolates, you can multiply the weight of each chocolate and the total number of chocolates you have in the box.",38,hint,,0.3333333333333333,-0.025999999999999912,-1.0,-0.049707618622372385,-1.0,0.01,model-11-08-2020-20:49:45-PST-0.meta
147,158,2020-11-09 00:28:46.639983+00:00,177,-1.0,0.0,0,-0.05555555555555555,True,okay thanks,"If you multiply the weight per chocolate with the number of chocolates, you will get how much the box of chocolates weighs.",33,hint,,0.3333333333333333,1.0,-1.0,-0.1528205347590037,-1.0,-0.016,model-11-08-2020-20:49:45-PST-0.meta
148,137,2020-11-07 21:50:39.141696+00:00,179,1.0,0.25,2,-0.3333333333333333,True,i need a hint,"If we put our minds together, we can figure this problem out!",77,encourage,True,-1.0,-1.0,-1.0,1.0,-0.8,0.1,model-11-07-2020-15:00:06-PST-1.meta
149,138,2020-11-07 21:51:01.799853+00:00,179,1.0,0.25,2,-0.3333333333333333,True,help,The people in the village need you! Keep working hard.,85,encourage,True,-1.0,1.0,-1.0,1.0,-0.8,0.1,model-11-07-2020-15:00:06-PST-1.meta
150,141,2020-11-07 21:52:00.471162+00:00,179,1.0,0.25,2,-0.3333333333333333,True,help,I love a good challenge. Let’s regroup and think about this some more.,82,encourage,,-1.0,1.0,-1.0,1.0,-0.4,0.0,model-11-07-2020-15:00:06-PST-1.meta
151,139,2020-11-07 21:52:09.198110+00:00,179,1.0,0.25,2,-0.3333333333333333,True,help,:),51,nothing,,-1.0,1.0,-1.0,1.0,-0.4,0.0,model-11-07-2020-15:00:06-PST-1.meta
152,140,2020-11-07 21:52:38.012269+00:00,179,1.0,0.25,2,-0.3333333333333333,True,help,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,1.0,-1.0,1.0,-0.3,1.997,model-11-07-2020-15:00:06-PST-1.meta
153,146,2020-11-08 20:09:42.329346+00:00,181,0.0,0.75,1,-0.9444444444444444,True,Need help,:),51,nothing,True,-1.0,0.45999999999999996,-1.0,1.0,-0.8,0.1,model-11-08-2020-19:05:51-PST-0.meta
154,147,2020-11-08 20:09:59.742879+00:00,181,0.0,0.75,1,-0.9444444444444444,True,I need help,You’re doing a great job so far. Just keep trying!,74,encourage,,-1.0,0.45999999999999996,-1.0,1.0,-0.8,0.0,model-11-08-2020-19:05:51-PST-0.meta
155,148,2020-11-08 20:12:22.969861+00:00,181,0.0,0.75,1,-0.9444444444444444,True,Help,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,1.0,-1.0,1.0,-0.5,0.01,model-11-08-2020-19:05:51-PST-0.meta
156,149,2020-11-08 20:12:37.256283+00:00,181,0.0,0.75,1,-0.9444444444444444,True,I don't get it,:),51,nothing,,-0.3333333333333333,-1.0,-1.0,1.0,-0.5,0.0,model-11-08-2020-19:05:51-PST-0.meta
157,150,2020-11-08 20:13:52.591361+00:00,181,0.0,0.75,1,-0.9444444444444444,True,HELP,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",83,encourage,,-0.3333333333333333,1.0,-1.0,1.0,-0.3,0.0,model-11-08-2020-19:05:51-PST-0.meta
158,151,2020-11-08 20:14:08.934465+00:00,181,0.0,0.75,1,-0.9444444444444444,True,How to measure length,:),51,nothing,,-0.3333333333333333,-1.0,-1.0,1.0,-0.3,0.987,model-11-08-2020-19:05:51-PST-0.meta
159,181,2020-11-10 03:37:29.372490+00:00,184,0.0,0.5,2,-0.7222222222222222,True,"I need a hint, not all of those choclate fit in the length of the box.","The sooner we finish, the sooner we can cross the river on that boat! Let’s get to it!",86,encourage,,-0.3333333333333333,-0.6779999999999999,-1.0,1.0,-1.0,2.0,model-11-09-2020-22:12:20-PST-1.meta
160,182,2020-11-10 04:04:40.873631+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,ok,I’m so glad you’re here to help. I know you can solve this problem!,84,encourage,True,-0.6666666666666666,1.0,-1.0,-0.10634730232532263,-1.0,0.1,model-11-09-2020-22:12:20-PST-1.meta
161,183,2020-11-10 04:06:14.633184+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,I am not sure how to answer this question,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-0.562,1.0,-1.0,0.01,model-11-09-2020-22:12:20-PST-1.meta
162,187,2020-11-10 04:07:57.748092+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,I am still not sure how to answer this question,I love a good challenge. Let’s regroup and think about this some more.,82,encourage,,0.0,-1.0,-0.6060000000000001,1.0,-0.7,0.0,model-11-09-2020-22:12:20-PST-1.meta
163,184,2020-11-10 04:08:04.569881+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,ok,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,0.0,1.0,-1.0,-0.10634730232532263,-0.7,0.0,model-11-09-2020-22:12:20-PST-1.meta
164,185,2020-11-10 04:08:20.073791+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,I don't know how to do it,A unit cube is a cube of which each side is 1 unit long. The volume of a unit cube is one cubic unit.,25,hint,,0.0,-1.0,-1.0,1.0,-0.7,0.01,model-11-09-2020-22:12:20-PST-1.meta
165,188,2020-11-10 04:09:37.245396+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,I still don't know,"You won't be able to calculate volume by dragging the chocolate over the box, since it's three-dimensional! Try to use an equation to find the volume:",27,hint,,0.0,-1.0,-1.0,1.0,-0.4,0.01,model-11-09-2020-22:12:20-PST-1.meta
166,186,2020-11-10 04:11:08.603502+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,I tried but it still is not right,Think about how to calculate volume with multiplication.,28,hint,,0.0,-1.0,-1.0,-0.036319758722910156,0.2,0.01,model-11-09-2020-22:12:20-PST-1.meta
167,189,2020-11-10 04:11:54.251284+00:00,186,0.0,-1.0,1,-0.6111111111111112,True,thank you,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,,0.0,0.42800000000000016,-1.0,-0.035072750243886786,0.3,0.948,model-11-09-2020-22:12:20-PST-1.meta
168,162,2020-11-10 00:20:13.167126+00:00,188,1.0,-0.25,0,0.3888888888888889,True,Great!,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,1.0,-1.0,-0.13746133121776716,-1.0,0.11,model-11-09-2020-22:12:20-PST-1.meta
169,168,2020-11-10 00:23:31.194181+00:00,188,1.0,-0.25,0,0.3888888888888889,True,this is hard,"You’ve just about got it. Don’t give up, yet!",81,encourage,True,-0.3333333333333333,-1.0,-0.17599999999999993,1.0,-0.7,0.1,model-11-09-2020-22:12:20-PST-1.meta
170,172,2020-11-10 00:26:03.426538+00:00,188,1.0,-0.25,0,0.3888888888888889,True,can I,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,,0.0,-1.0,-1.0,-0.036319758722910156,-0.8,-0.016,model-11-09-2020-22:12:20-PST-1.meta
171,297,2020-11-13 23:17:43.274420+00:00,191,0.0,-0.75,0,-0.8333333333333334,True,there are six one the bottom and three going up,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,-1.0,-1.0,-0.055137458738709566,-1.0,0.097,model-11-13-2020-19:17:09-PST-5.meta
172,176,2020-11-10 02:10:24.528389+00:00,193,1.0,0.25,1,-0.5555555555555556,True,do you think it is 3? i think it is 3,:),51,nothing,True,-1.0,-1.0,-1.0,1.0,-1.0,0.1,model-11-09-2020-22:12:20-PST-1.meta
173,177,2020-11-10 02:11:10.110716+00:00,193,1.0,0.25,1,-0.5555555555555556,True,hmm,You can move your mouse close to the box to turn it into a chocolate!,37,hint,True,-0.6666666666666666,-1.0,-1.0,-0.24409562093041037,-1.0,0.11,model-11-09-2020-22:12:20-PST-1.meta
174,179,2020-11-10 02:12:07.886503+00:00,193,1.0,0.25,1,-0.5555555555555556,True,i am a bit confused...,"Hey, let’s think this through together. I know we can do it!",78,encourage,True,-0.3333333333333333,-1.0,-1.0,1.0,-1.0,0.1,model-11-09-2020-22:12:20-PST-1.meta
175,180,2020-11-10 02:12:24.972857+00:00,193,1.0,0.25,1,-0.5555555555555556,True,"i think it is 6, but i am not sure...",You can move your mouse close to the box to turn it into a chocolate!,21,hint,True,-0.3333333333333333,-1.0,-1.0,-0.025070957037865216,-1.0,0.11,model-11-09-2020-22:12:20-PST-1.meta
176,178,2020-11-10 02:13:05.940133+00:00,193,1.0,0.25,1,-0.5555555555555556,True,90 is what I think it is,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,-1.0,-1.0,1.0,-1.0,1.074,model-11-09-2020-22:12:20-PST-1.meta
177,174,2020-11-10 02:00:32.226141+00:00,195,-1.0,0.0,3,0.3333333333333333,True,,You can move your mouse close to the box to turn it into a chocolate!,40,hint,,-1.0,-1.0,-1.0,-1.0,-1.0,0.01,model-11-09-2020-22:12:20-PST-1.meta
178,175,2020-11-10 02:01:09.456481+00:00,195,-1.0,0.0,3,0.3333333333333333,True,Ok! Thanks!,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,True,-1.0,1.0,-1.0,-0.10634730232532263,-1.0,3.087,model-11-09-2020-22:12:20-PST-1.meta
179,154,2020-11-08 22:07:01.829500+00:00,196,1.0,1.0,0,0.05555555555555555,True,Hey Buster,You can move your mouse close to the box to turn it into a chocolate!,21,hint,,-0.3333333333333333,-1.0,-1.0,-0.15457959970447976,-0.9,0.01,model-11-08-2020-20:49:45-PST-0.meta
180,155,2020-11-08 22:07:17.667283+00:00,196,1.0,1.0,0,0.05555555555555555,True,I need help on finding the length,Hm... let's keep thinking!,88,question,,-0.3333333333333333,-0.29799999999999993,-1.0,1.0,-0.9,-0.013000000000000001,model-11-08-2020-20:49:45-PST-0.meta
181,161,2020-11-10 00:17:00.316285+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,Im stuck could you please help me Yeti?,Try thinking about the concept of volume to solve this problem.,64,question,True,0.0,-0.16599999999999993,-0.666,1.0,-0.6,0.1,model-11-09-2020-22:12:20-PST-1.meta
182,163,2020-11-10 00:20:56.239816+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,I need help,The people in the village need you! Keep working hard.,85,encourage,True,0.0,0.45999999999999996,-1.0,1.0,-0.5,0.1,model-11-09-2020-22:12:20-PST-1.meta
183,164,2020-11-10 00:21:25.702949+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,Im sorry I need help,This problem doesn’t stand a chance against us!,87,encourage,,0.0,-0.09999999999999998,-0.5660000000000001,1.0,-0.5,0.0,model-11-09-2020-22:12:20-PST-1.meta
184,165,2020-11-10 00:21:53.952359+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,(I didn't mean the 2nd helpful part) But please I need help,We need to solve this problem to stop the natural disaster. I believe in you!,80,encourage,,0.0,-0.01200000000000001,-1.0,1.0,-0.5,0.0,model-11-09-2020-22:12:20-PST-1.meta
185,166,2020-11-10 00:22:10.783901+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,I need help,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",83,encourage,,0.0,0.45999999999999996,-1.0,1.0,-0.5,0.0,model-11-09-2020-22:12:20-PST-1.meta
186,167,2020-11-10 00:22:34.852682+00:00,198,1.0,-0.5,0,-0.6666666666666666,False, Im stuck please help me,This problem doesn’t stand a chance against us!,87,encourage,,0.0,0.1120000000000001,-0.556,1.0,-0.5,0.0,model-11-09-2020-22:12:20-PST-1.meta
187,169,2020-11-10 00:24:20.148672+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,I don't know,"You’ve just about got it. Don’t give up, yet!",81,encourage,,0.0,-1.0,-1.0,1.0,-0.5,0.0,model-11-09-2020-22:12:20-PST-1.meta
188,170,2020-11-10 00:25:47.726446+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,Can I have some help?,You’re doing awesome! We’re so close to figuring this out and convincing the captain to let us board the boat.,72,encourage,,0.0,-0.052000000000000046,-1.0,1.0,-0.4,0.0,model-11-09-2020-22:12:20-PST-1.meta
189,171,2020-11-10 00:25:51.727303+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,Im stuck ,:),51,nothing,,0.0,-1.0,0.3340000000000001,1.0,-0.4,0.0,model-11-09-2020-22:12:20-PST-1.meta
190,173,2020-11-10 00:26:31.886136+00:00,198,1.0,-0.5,0,-0.6666666666666666,False,Im stuck could you please help me Yeti?,:),51,nothing,,0.0,-0.16599999999999993,-0.666,1.0,-0.4,-8.0,model-11-09-2020-22:12:20-PST-1.meta
191,190,2020-11-10 17:57:39.155865+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,Ok.,You can move your mouse close to the box to turn it into a chocolate!,40,hint,True,-1.0,1.0,-1.0,-0.10634730232532263,-1.0,0.11,model-11-10-2020-17:37:42-PST-2.meta
192,191,2020-11-10 17:58:26.988163+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,It worked,We’re almost there! We’re so close to getting to cross the river and saving the villagers from the fire.,73,encourage,,-1.0,-1.0,-1.0,-0.057269703289677176,-1.0,0.0,model-11-10-2020-17:37:42-PST-2.meta
193,192,2020-11-10 17:59:06.589363+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,We have to figure out the height first.,"This problem is tough, but I know that we can finish it if we think hard enough. Keep trying!",79,encourage,True,-1.0,-1.0,-1.0,-0.03161267732426565,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
194,193,2020-11-10 17:59:18.329891+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,ok,:),51,nothing,True,-1.0,1.0,-1.0,-0.10634730232532263,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
195,194,2020-11-10 18:00:40.175434+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,I think the answer is 3chocolates for the height.,You’re doing a great job so far. Just keep trying!,74,encourage,True,-1.0,-1.0,-1.0,1.0,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
196,199,2020-11-10 18:01:53.739717+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,We got the first one right!,"You’re doing a great job. If we keep working like this, we’ll be done in no time!",83,encourage,True,-0.6666666666666666,-1.0,-1.0,-0.03161267732426565,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
197,200,2020-11-10 18:02:05.830589+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,yeah,I’m so glad you’re here to help. I know you can solve this problem!,84,encourage,True,-0.6666666666666666,1.0,-1.0,-0.1440913002571792,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
198,201,2020-11-10 18:03:38.104569+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,We got another one correct!,You’re doing a great job so far. Just keep trying!,74,encourage,True,-0.3333333333333333,-1.0,-1.0,-0.03161267732426565,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
199,195,2020-11-10 18:03:57.229932+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,Thank you,Hm... let's keep thinking!,88,question,True,-0.3333333333333333,0.42800000000000016,-1.0,-0.035072750243886786,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
200,196,2020-11-10 18:05:25.378452+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,We got the 3rd one right!,:),51,nothing,True,0.0,-1.0,-1.0,-0.03161267732426565,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
201,197,2020-11-10 18:05:50.676051+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,Let's keep thinking.,"You can fit 3 chocolates along the height, 5 chocolates along the width, and 6 chocolates along the length of the box.",24,hint,True,0.0,-1.0,-1.0,-0.042566610861204834,-1.0,0.11,model-11-10-2020-17:37:42-PST-2.meta
202,198,2020-11-10 18:06:16.535085+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,Ok.,Hm… I suggest thinking about the concept of a unit cube and the volume of a unit cube. It may remind you of what you need in order to calculate the volume of the box!,65,question,True,0.0,1.0,-1.0,-0.10634730232532263,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
203,202,2020-11-10 18:07:32.622335+00:00,199,-1.0,1.0,0,-0.4444444444444444,True,We got another one right!,:),51,nothing,True,0.3333333333333333,-1.0,-1.0,-0.03161267732426565,-1.0,0.1,model-11-10-2020-17:37:42-PST-2.meta
